Civil_Status,Age,Children,Education_Level,Income,Total_Purchase,Wines,Fruits,Meat,Fish,Vegetables,Bread,Purchase_with_discounts,Online_Purchase,Store_Purchase,Web_visit
Married,66,3,Postgraduate,38725,45,31,0,6,2,1,5,2,1,4,4
Married,49,2,Bachelors,77981,664,138,120,204,16,126,60,3,7,7,5
Married,57,2,High School,62905,622,166,75,96,119,107,59,3,7,8,4
Divorced_Widowed,42,1,High School,13533,48,12,3,8,8,0,17,2,2,3,7
Married,46,2,Bachelors,59481,461,178,3,85,71,66,58,2,3,8,2
Married,44,2,Bachelors,72117,1073,707,20,171,65,60,50,1,9,9,5
Married,35,2,High School,21955,55,5,1,7,17,14,11,2,2,3,6
Married,65,2,Bachelors,67131,976,465,71,250,93,35,62,3,9,12,6
Divorced_Widowed,41,1,Postgraduate,36802,20,16,1,2,0,0,1,1,1,3,5
Married,39,1,Bachelors,71853,1149,358,108,413,141,97,32,1,2,6,1
Married,60,1,High School,28249,43,1,9,7,2,14,10,1,2,3,6
Married,46,2,Postgraduate,47808,224,123,1,26,2,0,72,2,3,3,7
Divorced_Widowed,47,1,Postgraduate,25509,101,40,3,30,10,7,11,3,3,3,9
Married,75,1,Postgraduate,51012,209,102,9,63,2,9,24,1,4,4,6
Single,36,0,Bachelors,70596,968,347,44,534,17,0,26,1,3,12,2
Married,69,1,Postgraduate,85431,1165,376,53,462,168,53,53,1,2,7,0
Married,54,2,Bachelors,42664,24,21,0,3,0,0,0,1,1,3,6
Married,66,3,Bachelors,42586,252,194,2,56,0,0,0,5,4,6,8
Divorced_Widowed,36,1,Bachelors,29760,165,64,4,68,7,5,17,4,3,4,8
Married,44,1,Postgraduate,28973,269,206,0,46,3,2,12,2,5,5,8
Married,48,2,Postgraduate,39435,102,71,0,18,0,0,13,1,3,2,7
Married,37,1,High School,65370,461,71,22,112,138,89,29,1,2,13,1
Divorced_Widowed,42,1,High School,20194,47,0,4,7,11,10,15,2,2,3,6
Divorced_Widowed,45,2,Postgraduate,42473,144,93,1,21,0,4,25,3,2,4,5
Married,53,1,Bachelors,64590,1338,920,138,168,36,46,30,1,9,10,6
Married,62,2,Bachelors,71232,917,653,17,170,34,26,17,2,11,10,7
Married,50,3,Bachelors,34600,318,199,33,60,8,3,15,5,5,5,8
Divorced_Widowed,54,2,Bachelors,46904,253,153,4,56,0,9,31,4,5,4,8
Married,48,2,Bachelors,49094,502,376,0,38,11,8,69,5,6,6,6
Married,38,2,Bachelors,36075,119,46,0,30,12,1,30,1,2,4,6
Married,42,3,High School,60839,1250,600,21,128,223,150,128,13,2,12,8
Married,42,2,Bachelors,77298,969,425,115,292,23,35,79,1,6,11,3
Married,71,3,Bachelors,34026,76,18,6,15,12,8,17,3,2,3,5
Divorced_Widowed,58,2,Postgraduate,48918,62,52,0,9,0,0,1,2,1,4,4
Married,59,1,High School,82122,1382,734,22,350,151,25,100,1,3,13,1
Divorced_Widowed,45,1,Bachelors,37697,84,34,6,21,11,4,8,1,2,3,6
Married,69,3,Bachelors,34074,255,135,1,41,10,1,67,5,3,3,6
Married,61,3,Postgraduate,28520,43,11,0,10,0,2,20,1,1,2,6
Divorced_Widowed,66,1,Bachelors,62535,398,163,48,90,0,45,52,1,3,8,3
Divorced_Widowed,44,1,Postgraduate,36273,76,29,3,30,3,2,9,2,3,3,6
Married,57,3,Bachelors,63404,902,734,26,70,11,44,17,2,6,4,4
Married,40,2,High School,75774,823,340,21,134,258,14,56,1,7,8,4
Married,45,2,Bachelors,78416,1179,453,38,279,188,38,183,2,7,10,3
Married,47,2,Bachelors,75702,1921,1073,0,629,145,37,37,1,10,13,6
Married,70,3,Postgraduate,59385,185,135,0,10,0,4,36,2,3,4,5
Divorced_Widowed,55,2,Bachelors,37070,433,231,7,137,4,15,39,9,5,8,7
Married,70,3,Bachelors,44689,34,18,0,5,0,0,11,2,1,2,7
Married,63,2,Bachelors,53977,907,620,16,165,0,24,82,5,5,12,5
Divorced_Widowed,55,2,Postgraduate,7144,416,81,4,33,5,2,291,0,23,1,0
Divorced_Widowed,57,2,Bachelors,18701,44,12,4,2,10,6,10,4,2,4,5
Married,65,1,Bachelors,90369,1588,292,51,981,224,23,17,1,4,6,1
Single,47,0,Postgraduate,63159,1797,965,34,586,89,86,37,1,3,8,3
Married,55,3,Bachelors,37758,40,27,2,10,0,0,1,2,1,3,8
Divorced_Widowed,58,1,Postgraduate,46757,1143,777,30,163,0,51,122,6,4,7,9
Married,52,1,Postgraduate,79734,914,572,8,232,23,62,17,1,4,6,1
Married,29,1,Bachelors,63207,1502,438,169,565,91,169,70,1,2,6,7
Divorced_Widowed,67,1,Bachelors,72071,1338,531,69,300,150,138,150,3,5,8,2
Married,38,2,Postgraduate,21840,27,17,0,9,0,0,1,1,1,3,9
Married,39,2,High School,58582,763,402,35,106,101,77,42,2,9,9,5
Single,70,0,Bachelors,72282,1331,503,27,419,90,139,153,1,5,9,7
Married,65,3,Bachelors,50387,525,369,9,87,12,14,34,3,6,8,5
Married,60,3,Postgraduate,32583,9,5,0,3,0,0,1,1,1,2,7
Married,59,2,Bachelors,62568,953,362,17,398,80,35,61,3,5,5,4
Divorced_Widowed,50,2,Postgraduate,44635,68,56,0,9,0,0,3,2,2,3,7
Divorced_Widowed,50,2,Postgraduate,33316,131,79,1,31,4,4,12,3,2,4,6
Married,53,2,Bachelors,63967,882,387,84,141,73,35,162,3,4,12,2
Married,43,1,High School,52513,1149,367,17,241,104,188,232,2,9,9,7
Married,52,2,Bachelors,25293,37,15,0,11,0,2,9,1,1,2,8
Divorced_Widowed,56,1,Postgraduate,54111,388,267,6,54,8,3,50,2,5,6,5
Married,35,1,Bachelors,78394,1428,298,27,697,216,24,166,1,4,5,2
Married,63,1,Postgraduate,80739,1633,674,92,736,39,0,92,1,3,9,1
Married,46,2,Postgraduate,22669,173,16,14,36,37,22,48,3,4,2,9
Divorced_Widowed,34,1,Bachelors,29236,99,37,4,24,16,9,9,2,4,3,9
Married,62,2,Bachelors,44911,215,159,0,22,2,1,31,3,4,4,7
Married,59,2,Postgraduate,54693,929,686,17,142,23,26,35,8,6,13,6
Married,47,2,Bachelors,48186,219,97,3,66,12,7,34,3,4,4,7
Married,44,3,Bachelors,54809,174,63,6,57,13,13,22,4,2,5,4
Married,43,3,Bachelors,41580,92,56,5,24,4,0,3,3,2,3,5
Married,51,1,Postgraduate,80336,1052,209,19,456,160,142,66,1,2,13,1
Married,64,2,Bachelors,47743,275,198,2,43,0,12,20,3,4,6,6
Married,66,2,High School,62972,587,313,15,47,20,0,192,2,7,3,6
Divorced_Widowed,67,1,Postgraduate,57333,1662,941,14,397,76,58,176,11,8,9,6
Married,39,2,Postgraduate,32313,159,86,4,56,2,4,7,3,4,4,9
Single,68,0,Postgraduate,84953,1024,167,48,602,63,72,72,1,3,4,2
Divorced_Widowed,53,1,Postgraduate,27071,35,8,3,19,0,2,3,2,2,3,6
Married,64,1,Postgraduate,68148,1042,389,66,408,37,57,85,1,4,6,2
Married,56,3,Postgraduate,65735,395,239,7,119,4,15,11,5,6,6,7
Married,46,1,Postgraduate,86836,557,179,21,273,0,21,63,1,6,6,5
Married,58,3,Postgraduate,4023,9,5,0,1,1,1,1,15,0,0,19
Married,31,1,Bachelors,30093,69,2,6,28,13,4,16,1,2,3,7
Married,55,2,Postgraduate,57705,486,383,0,53,6,4,40,3,8,6,6
Divorced_Widowed,33,1,Bachelors,25008,34,2,8,8,6,1,9,2,1,3,8
Single,26,0,High School,83257,1365,536,27,590,38,107,67,1,5,12,6
Married,46,2,Bachelors,22280,13,2,1,4,3,1,2,1,1,2,8
Married,43,1,Postgraduate,72159,1401,322,53,899,34,40,53,1,4,10,2
Married,60,1,Bachelors,64260,1574,539,169,816,20,0,30,1,4,4,3
Single,37,0,Postgraduate,82733,1323,712,50,420,65,38,38,1,8,7,4
Divorced_Widowed,50,1,Postgraduate,74290,1217,1121,0,72,0,12,12,4,10,10,6
Divorced_Widowed,70,3,Postgraduate,58217,103,68,1,13,3,5,13,1,2,4,6
Married,45,1,Postgraduate,21024,84,36,4,18,6,2,18,1,2,4,7
Married,49,1,Postgraduate,70116,1536,707,44,603,95,58,29,1,2,12,1
Married,36,2,Bachelors,54006,581,174,77,203,6,24,97,2,8,7,7
Married,55,2,Postgraduate,69063,928,666,35,124,69,8,26,1,5,5,3
Single,46,0,High School,11448,14,0,0,0,6,2,6,1,1,2,6
Divorced_Widowed,42,1,Bachelors,61825,424,162,50,100,55,30,27,1,4,8,4
Married,50,2,Bachelors,70886,960,407,70,239,103,88,53,1,5,4,2
Married,39,1,Bachelors,69109,1555,823,25,459,124,29,95,1,6,7,4
Divorced_Widowed,48,2,Bachelors,60208,656,488,23,71,15,0,59,11,8,7,7
Married,53,3,Postgraduate,32889,55,28,0,13,4,2,8,3,2,3,5
Divorced_Widowed,37,1,Bachelors,34738,20,3,2,10,3,0,2,1,1,3,6
Married,50,2,Postgraduate,30538,367,284,0,52,8,3,20,4,9,4,10
Married,44,1,High School,82326,2257,938,142,754,159,81,183,1,5,6,2
Divorced_Widowed,54,1,Postgraduate,26642,42,13,2,15,2,2,8,2,2,3,6
Divorced_Widowed,57,1,Bachelors,69932,1049,412,172,153,150,105,57,2,7,11,4
Divorced_Widowed,49,2,Bachelors,44503,48,31,1,8,0,0,8,2,2,3,6
Divorced_Widowed,73,1,Postgraduate,60200,685,502,19,132,0,6,26,6,6,11,6
Divorced_Widowed,69,1,Bachelors,49638,39,18,10,3,3,5,0,1,1,3,2
Single,34,0,High School,23830,43,1,8,6,4,8,16,1,1,3,7
Single,62,0,Postgraduate,33051,835,100,71,243,108,94,219,3,9,8,9
Married,63,1,Bachelors,72905,1515,407,114,445,181,165,203,1,3,9,1
Married,70,2,Postgraduate,69702,1039,664,9,240,50,19,57,2,7,10,4
Divorced_Widowed,46,1,Bachelors,70300,1596,1045,61,338,60,46,46,3,5,13,8
Married,37,1,Postgraduate,70643,1828,1218,107,304,23,143,33,1,5,4,6
Married,52,2,Postgraduate,30396,34,15,0,6,0,1,12,2,1,2,7
Divorced_Widowed,53,1,Postgraduate,50616,149,128,0,16,0,1,4,2,4,4,7
Divorced_Widowed,52,1,Postgraduate,62772,946,581,49,157,43,8,108,1,5,11,2
Single,36,0,Postgraduate,30298,28,6,3,12,6,1,0,1,1,3,3
Divorced_Widowed,37,1,Bachelors,52413,450,185,8,133,56,56,12,2,7,7,7
Married,64,3,Postgraduate,44155,46,22,1,9,0,0,14,1,1,2,4
Single,50,0,Postgraduate,86979,1702,584,100,835,65,83,35,1,5,5,2
Married,46,3,Bachelors,76532,820,355,30,177,90,138,30,4,9,7,5
Married,39,2,Bachelors,42081,382,175,10,110,54,6,27,2,6,4,6
Married,33,1,Postgraduate,67546,2126,864,134,768,150,38,172,1,4,5,3
Married,32,1,Postgraduate,88420,2069,957,153,612,99,95,153,1,4,8,1
Married,36,2,Bachelors,31158,72,25,6,16,20,0,5,2,2,3,8
Divorced_Widowed,53,1,Bachelors,61671,732,641,7,56,0,0,28,8,10,6,8
Single,47,0,Bachelors,69719,801,273,86,208,177,14,43,1,2,5,1
Divorced_Widowed,72,1,Bachelors,49160,236,122,21,43,25,10,15,2,3,6,6
Married,43,2,High School,24882,80,1,4,10,29,0,36,1,1,2,6
Single,67,0,Postgraduate,90933,1685,1020,31,430,62,63,79,1,4,4,1
Single,76,0,Postgraduate,113734,277,6,2,3,1,262,3,0,27,0,1
Married,71,2,Postgraduate,59292,507,378,14,68,19,14,14,2,3,8,3
Married,57,3,Postgraduate,45759,68,42,1,18,3,0,4,2,2,3,7
Single,38,0,Bachelors,22148,49,15,5,14,0,4,11,1,1,3,7
Married,34,1,Postgraduate,73395,397,272,7,80,20,7,11,1,4,6,2
Divorced_Widowed,50,1,Bachelors,29819,39,9,1,24,2,1,2,3,3,3,6
Married,53,2,Bachelors,45688,306,279,0,18,0,0,9,2,3,8,4
Married,67,1,Bachelors,62820,976,398,61,265,138,61,53,1,3,6,1
Married,50,2,Postgraduate,60491,1028,637,47,237,12,19,76,4,6,7,5
Married,35,2,Bachelors,33235,70,45,0,16,2,1,6,1,3,3,7
Married,62,1,Bachelors,35701,46,21,1,9,7,3,5,1,1,3,6
Married,41,2,Postgraduate,31535,51,15,4,13,0,0,19,1,1,2,7
Married,61,1,High School,92556,1263,493,183,352,184,23,28,0,3,13,0
Divorced_Widowed,51,1,Bachelors,67384,1490,957,40,175,158,53,107,2,7,5,5
Married,50,1,Postgraduate,80573,1564,829,138,430,60,92,15,1,4,13,2
Married,54,2,Bachelors,77870,1815,1017,50,500,65,50,133,3,5,5,8
Divorced_Widowed,58,1,Postgraduate,52278,1198,953,0,71,0,0,174,6,10,10,8
Divorced_Widowed,53,1,Bachelors,57107,416,159,0,120,0,0,137,7,4,8,8
Married,31,1,Bachelors,18929,85,32,0,8,23,4,18,1,1,4,6
Divorced_Widowed,40,1,Postgraduate,36038,47,23,0,15,0,2,7,2,3,3,6
Single,45,0,Bachelors,20180,137,18,42,24,15,20,18,1,2,4,7
Married,56,3,Postgraduate,34230,21,15,0,4,0,0,2,1,1,2,7
Divorced_Widowed,44,1,High School,31878,70,23,4,5,10,5,23,1,1,4,3
Married,49,2,High School,70932,909,200,193,100,46,185,185,2,6,12,3
Single,65,0,Bachelors,91249,1676,1324,27,119,71,108,27,0,7,6,4
Single,78,0,Postgraduate,77598,1735,1193,33,281,129,66,33,1,7,13,3
Divorced_Widowed,62,2,Bachelors,80982,1191,505,137,401,104,22,22,3,11,11,5
Married,44,2,Postgraduate,22701,24,2,4,9,0,4,5,1,1,3,5
Married,52,2,Postgraduate,55212,1182,1103,0,45,0,0,34,3,4,11,8
Married,51,1,Bachelors,70617,1280,353,61,753,40,46,27,1,3,7,2
Single,64,0,Bachelors,64849,1336,652,48,350,94,84,108,1,9,6,5
Married,56,3,Postgraduate,62694,749,379,6,157,25,91,91,5,9,7,7
Married,47,3,Postgraduate,61917,91,46,4,36,2,2,1,1,2,4,5
Married,74,2,Postgraduate,67472,414,162,31,127,8,17,69,2,4,7,3
Married,39,2,Postgraduate,21059,44,8,3,19,3,3,8,3,3,3,6
Married,53,3,Postgraduate,29543,63,17,3,18,3,4,18,2,3,2,7
Married,70,2,Bachelors,75903,901,340,108,185,130,38,100,2,6,9,3
Married,46,3,High School,34984,38,8,4,15,3,5,3,2,1,3,7
Divorced_Widowed,65,1,Postgraduate,54998,455,154,22,202,39,30,8,5,4,9,4
Divorced_Widowed,72,1,Postgraduate,54356,775,710,15,30,20,0,0,3,11,8,8
Married,62,2,Postgraduate,34242,15,8,2,4,0,0,1,1,0,3,5
Married,48,2,Bachelors,25410,38,2,2,4,13,13,4,1,1,4,4
Married,37,1,Postgraduate,73356,1512,1050,14,322,0,14,112,1,5,5,2
Married,71,2,Bachelors,28320,43,19,1,14,3,2,4,1,1,3,8
Divorced_Widowed,44,1,Bachelors,23763,42,22,0,6,6,2,6,1,1,3,7
Married,37,1,Bachelors,72570,1089,274,83,216,151,141,224,1,4,12,1
Married,45,2,Postgraduate,34529,162,68,6,38,3,6,41,2,2,3,7
Single,70,0,Bachelors,70792,1272,344,45,654,104,11,114,2,3,10,3
Married,39,1,Bachelors,63211,1173,145,193,459,205,26,145,2,3,7,2
Married,47,2,Postgraduate,83891,816,217,38,350,111,85,15,1,4,10,1
Divorced_Widowed,53,2,Bachelors,36065,74,18,7,34,10,2,3,3,3,3,8
Married,67,2,Bachelors,39898,134,69,8,26,12,7,12,2,3,4,7
Single,81,0,Postgraduate,51141,157,144,0,7,0,0,6,1,3,4,5
Married,45,2,Bachelors,56939,561,256,34,103,90,29,49,2,3,10,3
Single,70,0,Bachelors,80872,1336,483,72,567,94,12,108,1,4,10,1
Married,45,1,Postgraduate,72335,2092,1285,105,653,28,21,0,1,10,8,8
Single,57,0,Postgraduate,61798,463,338,4,89,11,8,13,1,4,9,4
Single,71,0,Postgraduate,76842,1130,605,10,345,84,54,32,1,1,7,0
Married,45,2,Bachelors,29478,20,8,0,7,3,1,1,1,1,3,6
Divorced_Widowed,65,1,Bachelors,46998,377,172,41,86,45,6,27,5,5,5,7
Single,31,0,Bachelors,96843,1544,448,71,951,40,17,17,1,6,10,2
Divorced_Widowed,71,2,Postgraduate,56551,138,67,4,32,17,2,16,3,2,4,4
Married,56,2,Postgraduate,70053,1012,512,53,98,81,179,89,3,8,10,5
Single,59,0,Postgraduate,71670,1766,1462,16,128,0,0,160,1,5,6,6
Married,43,3,Bachelors,44359,45,20,0,14,7,3,1,3,2,4,3
Divorced_Widowed,69,2,Bachelors,40887,161,50,4,44,10,10,43,3,3,3,9
Divorced_Widowed,55,1,Bachelors,48877,144,102,1,15,2,0,24,1,3,4,7
Married,74,1,Bachelors,74485,1734,499,149,815,173,49,49,1,6,12,3
Married,49,2,Bachelors,64474,823,381,35,172,56,86,93,2,8,10,5
Married,58,2,Bachelors,77226,1138,631,43,239,128,76,21,2,6,12,3
Single,72,0,Bachelors,72643,1429,526,80,553,123,94,53,1,3,7,2
Married,43,1,Postgraduate,85738,1371,913,26,376,17,26,13,1,3,11,1
Divorced_Widowed,55,1,Bachelors,55686,982,673,0,199,37,47,26,2,6,5,4
Divorced_Widowed,38,1,Bachelors,39062,44,23,0,9,0,0,12,1,1,3,4
Married,50,3,Bachelors,34600,318,199,33,60,8,3,15,5,5,5,8
Married,46,2,Bachelors,40794,434,261,23,73,4,23,50,2,6,5,7
Married,50,3,High School,54690,198,111,16,37,7,9,18,3,3,5,3
Married,52,2,Bachelors,4428,359,16,4,12,2,4,321,0,25,0,1
Married,58,1,High School,32632,576,63,151,137,153,19,53,2,4,8,5
Divorced_Widowed,53,2,Postgraduate,38236,88,58,0,18,2,0,10,4,3,4,7
Married,42,2,Bachelors,36781,63,29,1,17,0,3,13,1,2,2,8
Divorced_Widowed,37,1,Postgraduate,31385,27,3,2,12,0,1,9,1,1,2,8
Married,37,2,Bachelors,24570,193,28,34,62,11,14,44,3,4,4,9
Divorced_Widowed,47,1,Postgraduate,25509,101,40,3,30,10,7,11,3,3,3,9
Married,70,1,Bachelors,94642,2211,879,143,797,106,143,143,0,5,9,1
Married,59,2,Postgraduate,58646,140,62,1,44,6,5,22,1,2,4,4
Divorced_Widowed,46,2,Bachelors,53201,415,280,7,81,20,0,27,8,6,5,7
Married,64,2,Bachelors,21994,22,9,0,6,3,1,3,1,0,3,5
Married,43,3,Bachelors,57113,263,182,4,33,0,2,42,6,4,5,7
Married,30,1,Bachelors,51373,393,83,2,101,64,26,117,1,3,3,4
Married,35,2,Bachelors,23477,147,38,15,54,3,8,29,3,3,4,8
Married,65,2,Bachelors,58116,443,228,19,130,4,11,51,2,3,8,2
Single,58,0,Postgraduate,72968,1958,1092,37,592,145,37,55,1,5,8,3
Married,50,2,Postgraduate,39791,174,85,15,27,13,13,21,2,3,4,7
Single,74,0,Postgraduate,91712,2217,1276,24,746,94,29,48,0,9,11,3
Divorced_Widowed,63,1,Bachelors,94472,1691,1017,33,417,108,100,16,1,5,5,5
Married,61,3,Bachelors,13672,25,6,2,9,2,1,5,2,1,3,8
Married,41,1,High School,96547,809,448,21,125,52,101,62,0,7,8,2
Married,46,1,Bachelors,79205,895,504,23,117,179,28,44,1,6,4,4
Married,46,2,Postgraduate,56559,484,226,22,133,41,31,31,3,4,8,4
Married,48,2,Postgraduate,32644,413,239,3,141,0,7,23,4,7,6,8
Divorced_Widowed,41,1,High School,67506,331,90,38,67,33,36,67,1,4,6,3
Divorced_Widowed,51,1,Bachelors,24206,25,7,2,8,3,2,3,1,1,3,6
Divorced_Widowed,54,1,Postgraduate,28420,13,4,2,5,2,0,0,1,1,2,6
Married,51,2,Bachelors,22979,115,16,17,19,20,21,22,3,3,2,8
Single,55,0,Bachelors,33279,16,10,3,3,0,0,0,1,0,3,3
Divorced_Widowed,49,2,Postgraduate,46423,92,68,0,16,0,0,8,3,2,4,7
Married,44,2,Bachelors,30368,52,35,0,13,2,0,2,2,2,3,8
Married,51,2,Bachelors,63684,1464,575,80,428,208,93,80,3,8,8,5
Divorced_Widowed,57,1,Bachelors,41638,441,315,0,31,4,0,91,4,5,3,8
Divorced_Widowed,62,1,Postgraduate,68805,283,182,2,49,17,13,20,1,3,7,2
Married,55,2,Postgraduate,65814,747,561,14,113,10,14,35,3,8,10,5
Single,63,0,Bachelors,71964,1870,587,51,932,180,34,86,1,5,5,3
Divorced_Widowed,35,1,Bachelors,39146,165,94,1,33,13,12,12,3,4,4,8
Married,44,1,Bachelors,96876,1941,908,43,735,40,194,21,1,7,9,2
Married,40,1,High School,34445,839,228,122,122,208,129,30,6,11,8,9
Single,63,0,Bachelors,68281,1655,995,112,417,42,48,41,1,2,13,5
Married,46,3,High School,37284,23,11,1,2,2,1,6,1,0,3,6
Married,38,1,Bachelors,36790,66,3,3,14,15,21,10,1,2,2,9
Married,54,3,Bachelors,27943,37,12,1,16,4,1,3,3,2,3,8
Divorced_Widowed,70,2,Bachelors,22263,21,17,0,2,0,0,2,2,1,3,6
Married,49,4,Bachelors,30261,22,8,0,5,0,3,6,1,0,3,8
Married,43,2,Bachelors,28587,78,22,4,17,12,10,13,3,2,4,6
Married,39,2,Postgraduate,43815,79,14,10,29,4,7,15,1,2,3,6
Married,65,3,Bachelors,48195,265,106,27,68,52,7,5,6,4,5,6
Married,69,2,Postgraduate,77027,1175,820,57,242,45,0,11,2,8,6,4
Married,56,2,Postgraduate,71322,1305,753,43,226,69,10,204,2,8,13,4
Married,42,2,Postgraduate,32765,46,13,3,17,7,3,3,2,2,4,5
Married,56,3,Bachelors,29672,25,9,1,3,0,4,8,1,0,3,6
Single,68,0,Bachelors,23272,46,19,3,6,4,2,12,1,1,3,4
Married,72,2,Postgraduate,49912,874,520,8,223,32,49,42,4,10,7,8
Married,36,2,High School,7500,100,5,17,17,13,14,34,4,2,3,9
Divorced_Widowed,74,1,Postgraduate,68117,930,618,44,215,0,17,36,2,11,4,6
Married,66,2,Bachelors,67225,868,315,35,322,46,7,143,3,7,11,5
Married,45,2,Bachelors,17649,45,15,1,23,0,5,1,3,3,3,8
Married,46,2,Bachelors,55914,1260,384,60,364,119,101,232,4,11,8,7
Married,37,2,Bachelors,40059,414,110,29,92,28,10,145,1,6,3,8
Married,71,2,Bachelors,60905,392,208,17,76,36,17,38,2,3,7,2
Married,44,3,Bachelors,75330,1109,555,82,257,93,61,61,4,10,12,6
Divorced_Widowed,70,1,Bachelors,60689,639,240,90,216,63,6,24,4,4,10,3
Married,37,2,Bachelors,38680,79,11,0,36,15,5,12,1,2,3,7
Married,39,1,Bachelors,61416,1665,848,154,323,201,61,78,1,10,10,6
Single,30,0,Bachelors,49767,692,202,47,197,55,42,149,1,5,8,4
Divorced_Widowed,51,3,Bachelors,83273,1392,433,89,650,16,102,102,10,4,9,7
Married,40,2,Bachelors,29009,44,6,6,15,10,5,2,2,2,3,6
Married,42,2,Postgraduate,45057,50,37,0,7,3,0,3,1,2,3,5
Married,50,2,Bachelors,37150,467,167,37,64,49,34,116,8,4,6,7
Divorced_Widowed,51,1,Bachelors,43020,223,45,7,99,4,25,43,3,4,4,6
Married,62,2,Bachelors,53154,158,129,0,21,0,1,7,1,3,4,4
Married,48,1,Bachelors,65308,1211,713,0,264,120,80,34,1,7,12,4
Divorced_Widowed,51,1,Bachelors,76467,1575,676,161,426,210,44,58,2,2,5,6
Married,74,1,High School,81044,1208,450,26,535,73,98,26,1,5,10,1
Married,70,3,Bachelors,32871,43,22,2,12,0,2,5,1,1,3,4
Divorced_Widowed,46,2,Bachelors,55801,527,367,4,51,6,4,95,6,7,6,7
Divorced_Widowed,62,1,Bachelors,76320,932,526,35,214,69,53,35,2,6,4,2
Divorced_Widowed,66,2,Postgraduate,36927,71,51,0,16,0,0,4,2,3,3,8
Married,68,3,Bachelors,48794,54,25,0,11,3,0,15,1,1,3,4
Single,56,0,Bachelors,23478,129,28,6,27,12,17,39,1,3,3,8
Divorced_Widowed,48,1,Bachelors,71128,1615,958,159,447,20,0,31,3,2,12,7
Divorced_Widowed,45,1,Postgraduate,70179,1034,532,88,168,69,44,133,3,7,13,5
Married,71,2,Bachelors,59462,1088,724,17,143,0,8,196,2,9,12,7
Married,52,2,Bachelors,38361,137,39,0,56,20,8,14,3,3,3,7
Married,39,1,Postgraduate,70038,1244,587,54,348,71,54,130,1,4,8,2
Married,43,3,Bachelors,42554,41,29,1,11,0,0,0,2,2,3,4
Married,47,2,Bachelors,67445,1174,757,80,217,29,80,11,5,9,12,6
Divorced_Widowed,70,1,Bachelors,67046,993,544,35,133,23,151,107,2,4,4,2
Married,73,1,Bachelors,42192,100,40,15,15,17,6,7,1,2,3,4
Married,69,2,Postgraduate,77610,1680,1245,33,332,21,33,16,2,4,4,7
Married,37,2,Bachelors,31761,98,19,1,20,16,14,28,2,3,4,5
Married,42,2,Bachelors,34350,48,16,3,15,2,1,11,1,1,3,7
Married,72,2,Bachelors,54591,519,376,4,94,12,9,24,3,6,8,5
Married,65,2,Bachelors,71866,715,184,178,178,103,39,33,1,6,10,3
Married,52,2,Bachelors,25293,37,15,0,11,0,2,9,1,1,2,8
Single,34,0,Postgraduate,42000,653,124,83,267,85,59,35,2,5,11,5
Married,38,1,Bachelors,69520,1455,627,120,414,121,80,93,1,9,5,5
Divorced_Widowed,51,1,Bachelors,64713,602,180,60,241,13,54,54,2,5,7,4
Married,44,2,Postgraduate,27889,26,14,0,4,0,0,8,1,1,2,6
Single,61,0,High School,22123,102,3,3,24,34,7,31,1,2,3,5
Married,48,2,Bachelors,27803,176,8,26,46,38,9,49,2,3,4,8
Married,61,2,Bachelors,51651,433,293,6,23,13,6,92,4,6,5,8
Married,33,1,Bachelors,68487,1366,758,12,385,33,89,89,1,9,13,4
Married,52,2,Bachelors,56796,1001,656,38,161,62,47,37,3,8,7,7
Married,29,1,High School,87000,961,196,25,607,67,17,49,1,4,7,2
Married,62,2,Bachelors,79823,1518,835,73,380,114,73,43,1,6,7,2
Divorced_Widowed,41,1,Bachelors,30828,56,16,11,15,2,0,12,2,1,4,3
Married,50,2,Postgraduate,34109,22,9,1,5,2,1,4,1,0,3,4
Divorced_Widowed,47,2,Postgraduate,53367,400,229,7,140,10,3,11,7,5,8,7
Married,52,1,High School,22390,26,0,1,4,15,1,5,1,1,2,7
Married,45,2,Bachelors,71322,350,121,24,124,24,15,42,1,4,7,2
Single,28,0,Bachelors,79244,1216,471,102,125,212,61,245,1,4,7,1
Married,72,2,Postgraduate,49912,874,520,8,223,32,49,42,4,10,7,8
Married,71,3,Postgraduate,48699,40,26,1,10,2,0,1,1,1,3,5
Married,46,1,Bachelors,80144,1367,240,132,445,250,192,108,1,3,8,1
Divorced_Widowed,65,2,Bachelors,54252,264,178,4,26,8,4,44,5,4,5,6
Married,45,2,Postgraduate,81929,2053,1486,55,278,49,0,185,2,4,10,6
Married,46,2,Bachelors,76068,1376,1115,12,128,33,12,76,1,2,4,6
Married,45,3,Postgraduate,53204,45,29,0,8,2,0,6,1,1,3,4
Married,72,2,Postgraduate,67911,976,529,0,356,63,28,0,3,6,11,3
Married,37,2,High School,14796,51,13,3,8,7,4,16,2,1,3,9
Married,47,2,Postgraduate,78128,1264,934,24,230,16,24,36,2,8,6,3
Married,49,1,High School,14188,75,2,7,11,16,12,27,1,2,4,6
Married,35,2,High School,20425,57,4,12,5,3,16,17,2,2,3,7
Married,59,2,Postgraduate,58646,140,62,1,44,6,5,22,1,2,4,4
Divorced_Widowed,51,1,Bachelors,72967,497,158,35,179,0,0,125,2,7,8,5
Married,72,2,Postgraduate,48150,266,173,2,39,3,2,47,3,5,4,7
Single,60,0,Bachelors,82332,2006,830,59,968,51,79,19,1,5,12,2
